01-Mar-2019 13:37 : This is background 13:37:26 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 : This is background 14:06:20 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:20","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:21 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:21","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:22 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:22","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:23 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:23","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:24 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:24","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:25 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:25","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:26 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:26","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:27 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:27","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:28 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:28","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:29 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:29","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:30 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:30","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:31 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:31","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:32 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:32","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:33 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:33","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:34 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:34","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:35 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:35","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:36 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:36","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:37 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:37","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:38 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:38","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:39 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:39","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:40 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:40","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:41 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:41","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:42 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:42","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:43 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:43","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:44 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:44","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:45 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:45","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:46 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:46","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:47 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:47","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:48 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:48","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:49 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:49","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:50 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:50","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:51 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:51","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:52 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:52","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:53 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:53","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:54 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:54","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:55 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:55","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:56 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:56","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:57 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:57","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:58 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:58","isOutSideFence":1},
01-Mar-2019 14:06 : This is background 14:06:59 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:06 :  Update 
01-Mar-2019 14:06 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:06:59","isOutSideFence":1},
01-Mar-2019 14:07 : This is background 14:07:00 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:07 :  Update 
01-Mar-2019 14:07 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:07:00","isOutSideFence":1},
01-Mar-2019 14:07 : This is background 14:07:01 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:07 :  Update 
01-Mar-2019 14:07 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:07:01","isOutSideFence":1},
01-Mar-2019 14:07 : This is background 14:07:02 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:07 :  Update 
01-Mar-2019 14:07 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:07:02","isOutSideFence":1},
01-Mar-2019 14:07 : This is background 14:07:03 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:07 :  Update 
01-Mar-2019 14:07 : {"latitude":"Thu Jan 01 09:30:00 GMT 05:30 1970","longitude":"Thu Jan 01 18:30:00 GMT 05:30 1970","address":"Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India","time":"2019-03-01 14:07:03","isOutSideFence":1},
01-Mar-2019 14:07 : This is background 14:07:04 Latitude Thu Jan 01 09:30:00 GMT 05:30 1970 Longitude Thu Jan 01 18:30:00 GMT 05:30 1970 Address Ubitech Road, Kailash Nagar, Mahalgaon, Gwalior, Madhya Pradesh 474011, India Empid 4140
01-Mar-2019 14:07 :  Update 
